kind	key	english	visible_len	max_visible	ptbr
item type (8px)	HW0i	WEAPON	6	10	
item type (8px)	HW0k	WEAPON	6	10	
item type (8px)	HW0m	WEAPON	6	10	
item type (8px)	HW0o	WEAPON	6	10	
item type (8px)	HW0q	WEAPON	6	10	
item type (8px)	HW0s	WEAPON	6	10	
item type (8px)	HW0u	WEAPON	6	10	
item type (8px)	HW0w	WEAPON	6	10	
item type (8px)	HW0y	WEAPON	6	10	
item type (8px)	HW10	WEAPON	6	10	
item type (8px)	HW12	WEAPON	6	10	
item type (8px)	HW14	WEAPON	6	10	
item type (8px)	HW16	WEAPON	6	10	
item type (8px)	HW18	WEAPON	6	10	
item type (8px)	HW1A	WEAPON	6	10	
item type (8px)	HW1C	WEAPON	6	10	
item type (8px)	HW1E	WEAPON	6	10	
item type (8px)	HW1G	WEAPON	6	10	
item type (8px)	HW1I	WEAPON	6	10	
item type (8px)	HW1K	WEAPON	6	10	
item type (8px)	HW1M	WEAPON	6	10	
item type (8px)	HW1O	WEAPON	6	10	
item type (8px)	HW1Q	WEAPON	6	10	
item type (8px)	HW1S	WEAPON	6	10	
item type (8px)	HW1U	WEAPON	6	10	
item type (8px)	HW1W	WEAPON	6	10	
item type (8px)	HW1Y	WEAPON	6	10	
item type (8px)	HW1a	WEAPON	6	10	
item type (8px)	HW1c	WEAPON	6	10	
item type (8px)	HW1e	WEAPON	6	10	
item type (8px)	HW1g	WEAPON	6	10	
item type (8px)	HW1i	WEAPON	6	10	
item type (8px)	HW1k	WEAPON	6	10	
item type (8px)	HW1m	WEAPON	6	10	
item type (8px)	HW1o	WEAPON	6	10	
item type (8px)	HW1q	WEAPON	6	10	
item type (8px)	HW1s	WEAPON	6	10	
item type (8px)	HW1u	WEAPON	6	10	
item type (8px)	HW1w	WEAPON	6	10	
item type (8px)	HW1y	WEAPON	6	10	
item type (8px)	HW20	WEAPON	6	10	
item type (8px)	HW22	WEAPON	6	10	
item type (8px)	HW24	WEAPON	6	10	
item type (8px)	HW26	WEAPON	6	10	
item type (8px)	HW28	WEAPON	6	10	
item type (8px)	HW2A	WEAPON	6	10	
item type (8px)	HW2C	WEAPON	6	10	
item type (8px)	HW2E	WEAPON	6	10	
item type (8px)	HW2G	WEAPON	6	10	
item type (8px)	HW2I	WEAPON	6	10	
item type (8px)	HW2K	WEAPON	6	10	
item type (8px)	HW2M	WEAPON	6	10	
item type (8px)	HW2O	WEAPON	6	10	
item type (8px)	HW2Q	WEAPON	6	10	
item type (8px)	HW2S	WEAPON	6	10	
item type (8px)	HW2U	WEAPON	6	10	
item type (8px)	HW2W	WEAPON	6	10	
item type (8px)	HW2Y	WEAPON	6	10	
item type (8px)	HW2a	WEAPON	6	10	
item type (8px)	HW2c	WEAPON	6	10	
item type (8px)	HW2e	WEAPON	6	10	
item type (8px)	HW2g	WEAPON	6	10	
item type (8px)	HW2i	WEAPON	6	10	
item type (8px)	HW2k	WEAPON	6	10	
item type (8px)	HW2m	WEAPON	6	10	
item type (8px)	HW2o	WEAPON	6	10	
item type (8px)	HW2q	WEAPON	6	10	
item type (8px)	HW2s	WEAPON	6	10	
item type (8px)	HW2u	WEAPON	6	10	
item type (8px)	HW2w	WEAPON	6	10	
item type (8px)	HW2y	WEAPON	6	10	
item type (8px)	HW30	WEAPON	6	10	
item type (8px)	HW32	WEAPON	6	10	
item type (8px)	HW34	WEAPON	6	10	
item type (8px)	HW36	WEAPON	6	10	
item type (8px)	HW38	WEAPON	6	10	
item type (8px)	HW3A	WEAPON	6	10	
item type (8px)	HW3C	WEAPON	6	10	
item type (8px)	HW3E	WEAPON	6	10	
item type (8px)	HW3G	WEAPON	6	10	
item type (8px)	HW3I	ARMOR	5	10	
item type (8px)	HW3K	ARMOR	5	10	
item type (8px)	HW3M	ARMOR	5	10	
item type (8px)	HW3O	ARMOR	5	10	
item type (8px)	HW3Q	ARMOR	5	10	
item type (8px)	HW3S	ARMOR	5	10	
item type (8px)	HW3U	ARMOR	5	10	
item type (8px)	HW3W	ARMOR	5	10	
item type (8px)	HW3Y	ARMOR	5	10	
item type (8px)	HW3a	ARMOR	5	10	
item type (8px)	HW3c	ARMOR	5	10	
item type (8px)	HW3e	ARMOR	5	10	
item type (8px)	HW3g	ARMOR	5	10	
item type (8px)	HW3i	ARMOR	5	10	
item type (8px)	HW3k	ARMOR	5	10	
item type (8px)	HW3m	ARMOR	5	10	
item type (8px)	HW3o	ARMOR	5	10	
item type (8px)	HW3q	ARMOR	5	10	
item type (8px)	HW3s	ARMOR	5	10	
item type (8px)	HW3u	ARMOR	5	10	
item type (8px)	HW3w	ARMOR	5	10	
item type (8px)	HW3y	ARMOR	5	10	
item type (8px)	HW40	ARMOR	5	10	
item type (8px)	HW42	ARMOR	5	10	
item type (8px)	HW44	ARMOR	5	10	
item type (8px)	HW46	ARMOR	5	10	
item type (8px)	HW48	ARMOR	5	10	
item type (8px)	HW4A	ARMOR	5	10	
item type (8px)	HW4C	ARMOR	5	10	
item type (8px)	HW4E	ARMOR	5	10	
item type (8px)	HW4G	ARMOR	5	10	
item type (8px)	HW4I	ARMOR	5	10	
item type (8px)	HW4K	ARMOR	5	10	
item type (8px)	HW4M	HELMET	6	10	
item type (8px)	HW4O	HELMET	6	10	
item type (8px)	HW4Q	HELMET	6	10	
item type (8px)	HW4S	HELMET	6	10	
item type (8px)	HW4U	HELMET	6	10	
item type (8px)	HW4W	HELMET	6	10	
item type (8px)	HW4Y	HELMET	6	10	
item type (8px)	HW4a	HELMET	6	10	
item type (8px)	HW4c	HELMET	6	10	
item type (8px)	HW4e	HELMET	6	10	
item type (8px)	HW4g	HELMET	6	10	
item type (8px)	HW4i	HELMET	6	10	
item type (8px)	HW4k	HELMET	6	10	
item type (8px)	HW4m	HELMET	6	10	
item type (8px)	HW4o	HELMET	6	10	
item type (8px)	HW4q	HELMET	6	10	
item type (8px)	HW4s	HELMET	6	10	
item type (8px)	HW4u	HELMET	6	10	
item type (8px)	HW4w	HELMET	6	10	
item type (8px)	HW4y	HELMET	6	10	
item type (8px)	HW50	HELMET	6	10	
item type (8px)	HW52	HELMET	6	10	
item type (8px)	HW54	HELMET	6	10	
item type (8px)	HW56	HELMET	6	10	
item type (8px)	HW58	HELMET	6	10	
item type (8px)	HW5A	ACCESSORY	9	10	
item type (8px)	HW5C	ACCESSORY	9	10	
item type (8px)	HW5E	ACCESSORY	9	10	
item type (8px)	HW5G	ACCESSORY	9	10	
item type (8px)	HW5I	ACCESSORY	9	10	
item type (8px)	HW5K	ACCESSORY	9	10	
item type (8px)	HW5M	ACCESSORY	9	10	
item type (8px)	HW5O	ACCESSORY	9	10	
item type (8px)	HW5Q	ACCESSORY	9	10	
item type (8px)	HW5S	ACCESSORY	9	10	
item type (8px)	HW5U	ACCESSORY	9	10	
item type (8px)	HW5W	ACCESSORY	9	10	
item type (8px)	HW5Y	ACCESSORY	9	10	
item type (8px)	HW5a	ACCESSORY	9	10	
item type (8px)	HW5c	ACCESSORY	9	10	
item type (8px)	HW5e	ACCESSORY	9	10	
item type (8px)	HW5g	ACCESSORY	9	10	
item type (8px)	HW5i	ACCESSORY	9	10	
item type (8px)	HW5k	ACCESSORY	9	10	
item type (8px)	HW5m	ACCESSORY	9	10	
item type (8px)	HW5o	ACCESSORY	9	10	
item type (8px)	HW5q	ACCESSORY	9	10	
item type (8px)	HW5s	ACCESSORY	9	10	
item type (8px)	HW5u	ACCESSORY	9	10	
item type (8px)	HW5w	ACCESSORY	9	10	
item type (8px)	HW5y	ACCESSORY	9	10	
item type (8px)	HW60	ACCESSORY	9	10	
item type (8px)	HW62	ACCESSORY	9	10	
item type (8px)	HW64	ACCESSORY	9	10	
item type (8px)	HW66	ACCESSORY	9	10	
item type (8px)	HW68	ACCESSORY	9	10	
item type (8px)	HW6A	ACCESSORY	9	10	
item type (8px)	HW6C	ACCESSORY	9	10	
item type (8px)	HW6E	ACCESSORY	9	10	
item type (8px)	HW6G	ACCESSORY	9	10	
item type (8px)	HW6I	ACCESSORY	9	10	
item type (8px)	HW6K	ACCESSORY	9	10	
item type (8px)	HW6M	ACCESSORY	9	10	
item type (8px)	HW6O	ACCESSORY	9	10	
item type (8px)	HW6Q	ACCESSORY	9	10	
item type (8px)	HW6S	ITEM	4	10	
item type (8px)	HW6U	ITEM	4	10	
item type (8px)	HW6W	ITEM	4	10	
item type (8px)	HW6Y	ITEM	4	10	
item type (8px)	HW6a	ITEM	4	10	
item type (8px)	HW6c	ITEM	4	10	
item type (8px)	HW6e	ITEM	4	10	
item type (8px)	HW6g	ITEM	4	10	
item type (8px)	HW6i	ITEM	4	10	
item type (8px)	HW6k	ITEM	4	10	
item type (8px)	HW6m	ITEM	4	10	
item type (8px)	HW6o	ITEM	4	10	
item type (8px)	HW6q	ITEM	4	10	
item type (8px)	HW6s	ITEM	4	10	
item type (8px)	HW6u	ITEM	4	10	
item type (8px)	HW6w	ITEM	4	10	
item type (8px)	HW6y	ITEM	4	10	
item type (8px)	HW70	ITEM	4	10	
item type (8px)	HW72	ITEM	4	10	
item type (8px)	HW74	ITEM	4	10	
item type (8px)	HW76	ITEM	4	10	
item type (8px)	HW78	ITEM	4	10	
item type (8px)	HW7A	ITEM	4	10	
item type (8px)	HW7C	ITEM	4	10	
item type (8px)	HW7E	ITEM	4	10	
item type (8px)	HW7G	ITEM	4	10	
item type (8px)	HW7I	ITEM	4	10	
item type (8px)	HW7K	ITEM	4	10	
item type (8px)	HW7M	ITEM	4	10	
item type (8px)	HW7O	ITEM	4	10	
item type (8px)	HW7Q	ITEM	4	10	
item type (8px)	HW7S	ITEM	4	10	
item type (8px)	HW7U	ITEM	4	10	
item type (8px)	HW7W	ITEM	4	10	
item type (8px)	HW7Y	ITEM	4	10	
item type (8px)	HW7a	ITEM	4	10	
item type (8px)	HW7c	ITEM	4	10	
item type (8px)	HW7e	ITEM	4	10	
item type (8px)	HW7g	ITEM	4	10	
item type (8px)	HW7i	ITEM	4	10	
item type (8px)	HW7k	ITEM	4	10	
item type (8px)	HW7m	ITEM	4	10	
item type (8px)	HW7o	ITEM	4	10	
item type (8px)	HW7q	ITEM	4	10	
item type (8px)	HW7s	ITEM	4	10	
item type (8px)	HW7u	ITEM	4	10	
item type (8px)	HW7w	ITEM	4	10	
item type (8px)	HW7y	ITEM	4	10	
item type (8px)	HW80	ITEM	4	10	
item type (8px)	HW82	ITEM	4	10	
item type (8px)	HW84	ITEM	4	10	
item type (8px)	HW86	ITEM	4	10	
item type (8px)	HW88	ITEM	4	10	
item type (8px)	HW8A	ITEM	4	10	
item class	0j06	__Weapon__	10	10	
item class	0j0G	__Helmet__	10	10	
item class	0j0Q	__Armor___	10	10	
item class	0j0a	Accessory	9	10	
tech name	3K2R	Cyclone	7	11	
tech name	3K2c	Slash	5	11	
tech name	3K2n	[starsymbol]Lightning	10	11	
tech name	3K2y	Spincut	7	11	
tech name	3K39	[starsymbol]Lightning2	11	11	
tech name	3K3K	[starsymbol]Life	5	11	
tech name	3K3V	Confuse	7	11	
tech name	3K3g	[starsymbol]Luminaire	10	11	
tech name	3K3r	Aura	4	11	
tech name	3K42	Provoke	7	11	
tech name	3K4D	[starsymbol]Ice	4	11	
tech name	3K4O	[starsymbol]Cure	5	11	
tech name	3K4Z	[starsymbol]Haste	6	11	
tech name	3K4k	[starsymbol]Ice_2	6	11	
tech name	3K4v	[starsymbol]Cure_2	7	11	
tech name	3K56	[starsymbol]Life_2	7	11	
tech name	3K5H	Flame_Toss	10	11	
tech name	3K5S	Hypno_Wave	10	11	
tech name	3K5d	[starsymbol]Fire	5	11	
tech name	3K5o	Napalm	6	11	
tech name	3K5z	[starsymbol]Protect	8	11	
tech name	3K6A	[starsymbol]Fire_2	7	11	
tech name	3K6L	Mega_Bomb	9	11	
tech name	3K6W	[starsymbol]Flare	6	11	
tech name	3K6h	RocketPunch	11	11	
tech name	3K6s	Cure_Beam	9	11	
tech name	3K73	Laser_Spin	10	11	
tech name	3K7E	Robo_Tackle	11	11	
tech name	3K7P	Heal_Beam	9	11	
tech name	3K7a	Uzzi_Punch	10	11	
tech name	3K7l	Area_Bomb	9	11	
tech name	3K7w	Shock	5	11	
tech name	3K87	Slurp	5	11	
tech name	3K8I	Slurp_Cut	9	11	
tech name	3K8T	[starsymbol]Water	6	11	
tech name	3K8e	[starsymbol]Heal	5	11	
tech name	3K8p	Leap_Slash	10	11	
tech name	3K90	[starsymbol]Water_2	8	11	
tech name	3K9B	[starsymbol]Cure_2	7	11	
tech name	3K9M	Frog_Squash	11	11	
tech name	3K9X	Kiss	4	11	
tech name	3K9i	Rollo_Kick	10	11	
tech name	3K9t	Cat_Attack	10	11	
tech name	3KA4	Rock_Throw	10	11	
tech name	3KAF	Charm	5	11	
tech name	3KAQ	Tail_Spin	9	11	
tech name	3KAb	Dino_Tail	9	11	
tech name	3KAm	Triple_Kick	11	11	
tech name	3KAx	[starsymbol]Lightning2	11	11	
tech name	3KB8	[starsymbol]Ice_2	6	11	
tech name	3KBJ	[starsymbol]Fire_2	7	11	
tech name	3KBU	[starsymbol]Dark_Bomb	10	11	
tech name	3KBf	[starsymbol]Magic_Wall	11	11	
tech name	3KBq	[starsymbol]Dark_Mist	10	11	
tech name	3KC1	[starsymbol]Black_Hole	11	11	
tech name	3KCC	[starsymbol]DarkMatter	11	11	
tech name	3KCN	Aura_Whirl	10	11	
tech name	3KCY	Ice_Sword	9	11	
tech name	3KCj	Ice_Sword 2	11	11	
tech name	3KCu	Fire_Whirl	10	11	
tech name	3KD5	Fire_Sword	10	11	
tech name	3KDG	FireSword 2	11	11	
tech name	3KDR	Rocket_Roll	11	11	
tech name	3KDc	Max_Cyclone	11	11	
tech name	3KDn	Super_Volt	10	11	
tech name	3KDy	X_Strike	8	11	
tech name	3KE9	SwordStream	11	11	
tech name	3KEK	Spire	5	11	
tech name	3KEV	Drill_Kick	10	11	
tech name	3KEg	Volt_Bite	9	11	
tech name	3KEr	Falcon_Hit	10	11	
tech name	3KF2	Antipode	8	11	
tech name	3KFD	Antipode_2	10	11	
tech name	3KFO	Antipode_3	10	11	
tech name	3KFZ	Aura_Beam	9	11	
tech name	3KFk	Ice_Tackle	10	11	
tech name	3KFv	Cure_Touch	10	11	
tech name	3KG6	Ice_Water	9	11	
tech name	3KGH	Glacier	7	11	
tech name	3KGS	Double_Cure	11	11	
tech name	3KGd	Twin_Charm	10	11	
tech name	3KGo	Ice_Toss	8	11	
tech name	3KGz	Cube_Toss	9	11	
tech name	3KHA	Fire_Punch	10	11	
tech name	3KHL	Fire_Tackle	11	11	
tech name	3KHW	DoublevBomb	11	11	
tech name	3KHh	Flame_Kick	10	11	
tech name	3KHs	Fire_Whirl	10	11	
tech name	3KI3	Blaze_Kick	10	11	
tech name	3KIE	Blade_Toss	10	11	
tech name	3KIP	Bubble_Snap	11	11	
tech name	3KIa	Cure_Wave	9	11	
tech name	3KIl	Boogie	6	11	
tech name	3KIw	Spin_Kick	9	11	
tech name	3KJ7	Beast_Toss	10	11	
tech name	3KJI	Slurp_Kiss	10	11	
tech name	3KJT	Bubble_Hit	10	11	
tech name	3KJe	Drop_Kick	9	11	
tech name	3KJp	Red_Pin	7	11	
tech name	3KK0	Line_Bomb	9	11	
tech name	3KKB	Frog_Flare	10	11	
tech name	3KKM	Delta_Force	11	11	
tech name	3KKX	Lifeline	8	11	
tech name	3KKi	Arc_Impulse	11	11	
tech name	3KKt	Final_Kick	10	11	
